date, pm25, pm10, no2, co
2016/2/6, 82, 49, 46, 
2016/2/7, 109, 35, 41, 
2016/2/8, 91, 29, 43, 
2016/2/9, 76, 38, 55, 
2016/2/10, 93, 14, 53, 
2016/2/11, 50, 22, 57, 
2016/2/12, 57, 33, 39, 
2016/2/13, 85, 47, 38, 
2016/2/14, 122, 37, 37, 
2016/2/15, 93, 36, 42, 
2016/2/16, 91, 17, 40, 
2016/2/17, 50, 15, 40, 
2016/2/18, 42, 30, 39, 
2016/2/19, 85, 35, 56, 
2016/2/20, 93, 21, 45, 
2016/2/21, 57, 28, 45, 
2016/2/22, 68, 60, 49, 
2016/2/23, 127, 65, 43, 
2016/2/24, 154, 43, 43, 
2016/2/25, 95, 28, 44, 
2016/2/26, 61, 46, 41, 
2016/2/27, 95, 24, 35, 
2016/2/28, 68, 16, 45, 
2016/2/29, 53, 11, 51, 
2016/3/1, 30, 35, 50, 
2016/3/2, 85, 36, 37, 
2016/3/3, 91, 8, 53, 
2016/3/4, 30, 24, 43, 
2016/3/5, 68, 16, 31, 
2016/3/6, 55, 31, 41, 
2016/3/7, 87, 40, 50, 
2016/3/8, 93, 38, 49, 
2016/3/9, 87, , 39, 
2016/3/11, 89, 32, 49, 
2016/3/12, 87, 36, 39, 
2016/3/13, 93, 23, 31, 
2016/3/14, 70, 22, 40, 
2016/3/15, 59, 33, 43, 
2016/3/16, 89, 18, 33, 
2016/3/17, 50, 30, 46, 
2016/3/18, 85, 34, 56, 
2016/3/19, 93, 37, 58, 
2016/3/20, 99, 27, 35, 
2016/3/21, 72, 31, 46, 
2016/3/22, 85, 50, 35, 
2016/3/23, 127, , 31, 
2016/3/25, 89, 28, 35, 
2016/3/26, 99, 46, 31, 
2016/3/27, 112, 39, 26, 
2016/3/28, 95, 28, 30, 
2016/3/29, 85, 21, 39, 
2016/3/30, 58, 25, 42, 
2016/3/31, 64, 41, 44, 
2016/4/1, 100, 41, 36, 
2015/10/2, 46, 27, 34, 
2015/10/3, 60, 22, 33, 
2015/10/4, 64, 26, 33, 
2015/10/5, 67, 27, 34, 
2015/10/6, 63, 34, 38, 
2015/10/7, 79, 40, 42, 
2015/10/8, 84, 22, 47, 
2015/10/9, 54, 28, 37, 
2015/10/10, 71, 19, 25, 
2015/10/11, 55, 29, 44, 
2015/10/12, 71, 35, 33, 
2015/10/13, 84, 20, 44, 
2015/10/14, 58, 16, 30, 
2015/10/15, 34, 15, 43, 
2015/10/16, 59, 15, 34, 
2015/10/17, 50, 29, 30, 
2015/10/18, 76, 35, 31, 
2015/10/19, 86, 46, 39, 
2015/10/20, 106, 29, 38, 
2015/10/21, 71, 33, 40, 
2015/10/22, 84, 32, 40, 
2015/10/23, 76, 51, 51, 
2015/10/24, 115, 59, 48, 
2015/10/25, 150, 60, 43, 
2015/10/26, 155, 67, 43, 
2015/10/27, 159, 63, 48, 
2015/10/28, 152, 46, 43, 
2015/10/29, 102, 28, 30, 
2015/10/30, 68, 41, 48, 
2015/10/31, 89, 37, 44, 
2015/11/1, 85, 38, 43, 
2015/11/2, 89, 45, 42, 
2015/11/3, 157, 59, 62, 
2015/11/6, 107, 57, 71, 
2015/11/7, 149, 56, 68, 
2015/11/8, 151, 56, 58, 
2015/11/9, 134, 40, 47, 
2015/11/10, 89, 49, 60, 
2015/11/11, 99, 51, 70, 
2015/11/12, 104, 57, 67, 
2015/11/13, 142, 66, 66, 
2015/11/14, 158, 41, 33, 
2015/11/15, 124, 42, 31, 
2015/11/16, 132, 51, 36, 
2015/11/17, 129, 54, 38, 
2015/11/18, 134, 49, 47, 
2015/11/19, 124, 40, 35, 
2015/11/20, 93, 47, 43, 
2015/11/21, 112, 36, 34, 
2015/11/22, 87, 16, 26, 
2015/11/23, 53, 17, 36, 
2015/11/24, 46, 34, 43, 
2015/11/25, 87, 53, 43, 
2015/11/26, 137, 61, 45, 
2015/11/27, 155, 52, 57, 
2015/11/28, 127, 51, 48, 
2015/11/29, 122, 62, 51, 
2015/11/30, 154, 58, 49, 
2015/12/1, 132, 64, 47, 
2015/12/2, 156, 78, 62, 
2015/12/3, 163, 72, 48, 
2015/12/4, 157, 65, 45, 
2015/12/5, 154, 54, 33, 
2015/12/6, 144, 58, 32, 
2015/12/7, 142, 58, 33, 
2015/12/8, 157, 65, 36, 
2015/12/9, 161, 56, 37, 
2015/12/10, 153, 51, 44, 
2015/12/11, 117, 52, 40, 
2015/12/12, 132, 59, 41, 
2015/12/13, 153, 60, 34, 
2015/12/14, 154, 63, 38, 
2015/12/15, 157, 72, 60, 
2015/12/16, 162, 74, 67, 
2015/12/17, 165, 71, 63, 
2015/12/18, 161, 73, 83, 
2015/12/19, 162, 65, 70, 
2015/12/20, 158, 65, 47, 
2015/12/21, 158, 63, 39, 
2015/12/22, 157, 61, 39, 
2015/12/23, 152, 61, 41, 
2015/12/24, 149, 51, 27, 
2015/12/25, 124, 51, 25, 
2015/12/26, 132, 53, 31, 
2015/12/27, 132, 54, 33, 
2015/12/28, 151, 56, 38, 
2015/12/29, 151, 64, 50, 
2015/12/30, 159, , , 
2016/1/3, 107, 33, 27, 
2016/1/4, 89, 36, 29, 
2015/7/2, 67, 29, 34, 
2015/7/3, 63, 29, 37, 
2015/7/4, 61, 25, 22, 
2015/7/5, 61, 29, 21, 
2015/7/6, 64, 39, 35, 
2015/7/7, 77, 37, 33, 
2015/7/8, 79, 30, 21, 
2015/7/9, 65, 20, 28, 
2015/7/10, 42, 16, 29, 
2015/7/11, 25, 20, 22, 
2015/7/12, 45, 24, 21, 
2015/7/13, 58, 30, 32, 
2015/7/14, 59, 27, 34, 
2015/7/15, 55, 33, 38, 
2015/7/16, 67, 31, 30, 
2015/7/17, 65, 24, 39, 
2015/7/18, 53, 21, 26, 
2015/7/19, 53, 20, 22, 
2015/7/20, 50, 27, 21, 
2015/7/21, 56, 26, 35, 
2015/7/22, 62, 31, 46, 
2015/7/23, 67, 20, 34, 
2015/7/24, 53, 28, 28, 
2015/7/25, 62, 20, 20, 
2015/7/26, 53, 13, 18, 
2015/7/27, 26, 22, 30, 
2015/7/28, 53, 28, 27, 
2015/7/29, 56, 25, 31, 
2015/7/30, 46, 20, 31, 
2015/7/31, 42, 11, 20, 
2015/8/1, 21, 15, 23, 
2015/8/2, 33, 19, 20, 
2015/8/3, 52, 28, 35, 
2015/8/4, 60, 29, 39, 
2015/8/5, 64, 28, 37, 
2015/8/6, 63, 29, 36, 
2015/8/7, 64, 37, 34, 
2015/8/8, 75, 32, 29, 
2015/8/9, 72, 20, 16, 
2015/8/10, 31, 22, 24, 
2015/8/11, 66, 26, 28, 
2015/8/12, 55, 35, 34, 
2015/8/13, 85, 33, 39, 
2015/8/14, 85, 33, 27, 
2015/8/15, 76, 16, 15, 
2015/8/16, 47, 13, 15, 
2015/8/17, 34, 16, 16, 
2015/8/18, 34, 17, 18, 
2015/8/19, 30, 13, 20, 
2015/8/20, 33, 13, 28, 
2015/8/21, 41, 15, 17, 
2015/8/22, 42, 19, 17, 
2015/8/23, 52, 16, 16, 
2015/8/24, 54, 28, 20, 
2015/8/25, 73, 27, 29, 
2015/8/26, 61, 27, 29, 
2015/8/27, 61, 29, 34, 
2015/8/28, 63, 29, 36, 
2015/8/29, 61, 32, 49, 
2015/8/30, 69, 27, 36, 
2015/8/31, 63, 20, 38, 
2015/9/1, 55, 26, 41, 
2015/9/2, 58, 22, 28, 
2015/9/3, 57, 18, 37, 
2015/9/4, 34, 16, 34, 
2015/9/5, 30, 7, 26, 
2015/9/6, 25, 8, 30, 
2015/9/7, 25, 16, 36, 
2015/9/8, 45, 17, 41, 
2015/9/9, 42, 19, 41, 
2015/9/10, 45, 21, 36, 
2015/9/11, 54, 23, 35, 
2015/9/12, 55, 30, 29, 
2015/9/13, 71, 26, 23, 
2015/9/14, 68, 24, 41, 
2015/9/15, 57, 23, 40, 
2015/9/16, 53, 29, 37, 
2015/9/17, 50, 30, 36, 
2015/9/18, 50, , 36, 
2015/9/20, 63, 17, 34, 
2015/9/21, 42, 27, 52, 
2015/9/22, 60, 27, 41, 
2015/9/23, 61, 15, 42, 
2015/9/24, 38, 16, 45, 
2015/9/25, 45, 24, 51, 
2015/9/26, 49, 26, 46, 
2015/9/27, 58, 22, 29, 
2015/9/28, 50, 22, 31, 
2015/9/29, 38, 22, 35, 
2015/9/30, 41, 25, 32, 
2015/10/1, 60, 20, 34, 
2015/4/2, 31, 13, 44, 
2015/4/3, 45, 20, 30, 
2015/4/4, 64, 17, 22, 
2015/4/5, 55, 15, 23, 
2015/4/6, 56, 12, 27, 
2015/4/7, 60, 16, 44, 
2015/4/8, 55, 32, 47, 
2015/4/9, 89, 46, 52, 
2015/4/10, 127, 47, 49, 
2015/4/11, 122, 28, 38, 
2015/4/12, 74, 34, 34, 
2015/4/13, 84, 46, 48, 
2015/4/14, 108, 36, 54, 
2015/4/15, 89, 42, 47, 
2015/4/16, 106, 30, 36, 
2015/4/17, 79, 23, 45, 
2015/4/18, 61, 28, 30, 
2015/4/19, 77, 15, 21, 
2015/4/20, 55, 29, 43, 
2015/4/21, 91, 34, 52, 
2015/4/22, 87, 30, 45, 
2015/4/23, 78, 20, 27, 
2015/4/24, 68, 27, 31, 
2015/4/25, 69, 35, 32, 
2015/4/26, 84, 34, 25, 
2015/4/27, 92, 21, 35, 
2015/4/28, 60, 20, 36, 
2015/4/29, 46, 21, 42, 
2015/4/30, 69, 20, 44, 
2015/5/1, 70, 21, 33, 
2015/5/2, 57, 16, 24, 
2015/5/3, 58, 28, 24, 
2015/5/4, 59, 28, 37, 
2015/5/5, 57, 49, 44, 
2015/5/6, 104, 51, 49, 
2015/5/7, 102, 38, 46, 
2015/5/8, 79, 34, 50, 
2015/5/9, 76, 15, 34, 
2015/5/10, 55, 14, 43, 
2015/5/11, 42, 26, 61, 
2015/5/12, 70, 28, 41, 
2015/5/13, 68, 29, 60, 
2015/5/14, 71, 28, 31, 
2015/5/15, 63, 21, 28, 
2015/5/16, 59, 14, 20, 
2015/5/17, 35, 20, 24, 
2015/5/18, 52, 26, 34, 
2015/5/19, 64, 22, 30, 
2015/5/20, 59, 11, 39, 
2015/5/21, 35, 10, 38, 
2015/5/22, 21, 17, 28, 
2015/5/23, 55, 13, 33, 
2015/5/24, 42, 8, 23, 
2015/5/25, 25, 16, 40, 
2015/5/26, 53, 17, 40, 
2015/5/27, 56, 12, 38, 
2015/5/28, 50, 19, 29, 
2015/5/29, 58, 22, 32, 
2015/5/30, 62, 19, 25, 
2015/5/31, 55, 21, 17, 
2015/6/1, 58, 25, 26, 
2015/6/2, 67, 15, 19, 
2015/6/3, 53, 21, 39, 
2015/6/4, 56, 34, 58, 
2015/6/5, 79, 34, 53, 
2015/6/6, 72, 33, 29, 
2015/6/7, 79, 18, 21, 
2015/6/8, 47, 17, 34, 
2015/6/9, 46, 18, 31, 
2015/6/10, 49, 24, 36, 
2015/6/11, 67, 29, 41, 
2015/6/12, 73, 34, 50, 
2015/6/13, 77, 32, 33, 
2015/6/14, 79, 21, 25, 
2015/6/15, 54, 20, 26, 
2015/6/16, 50, 16, 34, 
2015/6/17, 18, 15, 34, 
2015/6/18, 37, 26, 38, 
2015/6/19, 61, 34, 41, 
2015/6/20, 77, 13, 77, 
2015/6/21, 39, 14, 27, 
2015/6/22, 45, 19, 31, 
2015/6/23, 52, 20, 34, 
2015/6/24, 50, 9, 24, 
2015/6/25, 18, 15, 35, 
2015/6/26, 29, 24, 41, 
2015/6/27, 53, 23, 32, 
2015/6/28, 56, 15, 22, 
2015/6/29, 38, 19, 28, 
2015/6/30, 41, 20, 34, 
2015/7/1, 49, 32, 39, 
2015/1/2, 147, 58, 37, 
2015/1/3, 153, 63, 48, 
2015/1/4, 156, 46, 55, 
2015/1/5, 117, 28, 51, 
2015/1/6, 74, 50, 40, 
2015/1/7, 124, 67, 39, 
2015/1/8, 161, 61, 39, 
2015/1/9, 153, 66, 57, 
2015/1/10, 156, 49, 42, 
2015/1/11, 114, 56, 25, 
2015/1/12, 153, 27, 43, 
2015/1/13, 72, 58, , 
2015/1/14, 147, , , 
2015/1/16, 154, 60, 37, 
2015/1/17, 153, 30, 43, 
2015/1/18, 78, 30, 40, 
2015/1/19, 82, 48, 60, 
2015/1/20, 117, , 44, 
2015/1/22, 95, 26, 38, 
2015/1/23, 80, 41, 57, 
2015/1/24, 97, 54, 58, 
2015/1/25, 129, 13, 41, 
2015/1/26, 34, 25, 48, 
2015/1/27, 68, 60, 73, 
2015/1/28, 151, 51, 57, 
2015/1/29, 117, 56, 74, 
2015/1/30, 134, 33, 53, 
2015/1/31, 91, 38, 49, 
2015/2/1, 91, 46, 57, 
2015/2/2, 119, 40, 69, 
2015/2/3, 87, 54, 46, 
2015/2/4, 132, 50, 51, 
2015/2/5, 104, 20, 42, 
2015/2/6, 46, 19, 53, 
2015/2/7, 61, 24, 40, 
2015/2/8, 68, 32, 43, 
2015/2/9, 91, 49, 59, 
2015/2/10, 122, 69, 61, 
2015/2/11, 161, 79, 72, 
2015/2/12, 168, 91, 60, 
2015/2/13, 181, 95, 53, 
2015/2/14, 181, 52, 42, 
2015/2/15, 129, 23, 41, 
2015/2/16, 59, 35, 54, 
2015/2/17, 63, 47, 53, 
2015/2/18, 112, 50, 44, 
2015/2/19, 122, 66, 51, 
2015/2/20, 156, 61, 60, 
2015/2/21, 154, 52, 33, 
2015/2/22, 142, 15, 40, 
2015/2/23, 53, 43, 63, 
2015/2/24, 97, 25, 48, 
2015/2/25, 63, 14, 50, 
2015/2/26, 38, 26, 55, 
2015/2/27, 63, 50, 53, 
2015/2/28, 104, 55, 59, 
2015/3/1, 129, 52, 52, 
2015/3/2, 124, 36, 53, 
2015/3/3, 91, 32, 58, 
2015/3/4, 80, 50, 49, 
2015/3/5, 119, 12, 45, 
2015/3/6, 42, 20, 48, 
2015/3/7, 55, 26, 47, 
2015/3/8, 65, 45, 50, 
2015/3/9, 107, 46, 44, 
2015/3/10, 107, 62, 55, 
2015/3/11, 152, 74, 65, 
2015/3/12, 161, 40, 43, 
2015/3/13, 91, 48, 48, 
2015/3/14, 102, 40, 46, 
2015/3/15, 91, 40, 38, 
2015/3/16, 93, 34, 43, 
2015/3/17, 87, 33, 49, 
2015/3/18, 85, 52, 44, 
2015/3/19, 122, 67, 48, 
2015/3/20, 155, 52, 44, 
2015/3/21, 114, 51, 31, 
2015/3/22, 119, 32, 35, 
2015/3/23, 89, , 42, 
2015/3/26, 95, 26, 37, 
2015/3/27, 76, 18, 35, 
2015/3/28, 65, 10, 53, 
2015/3/29, 68, 30, 42, 
2015/3/30, 85, 19, 46, 
2015/3/31, 39, 19, 44, 
2015/4/1, 58, 10, 34, 
2014/10/7, 93, 40, 41, 
2014/10/8, 94, 35, , 
2014/10/9, 56, 51, , 
2014/10/10, 100, 57, 44, 
2014/10/11, 127, 43, 43, 
2014/10/12, 94, 37, 31, 
2014/10/13, 74, 24, 35, 
2014/10/14, 43, 28, 37, 
2014/10/15, 76, 29, 38, 
2014/10/16, 68, 29, 42, 
2014/10/17, 68, 34, 51, 
2014/10/18, 55, 49, 43, 
2014/10/19, 91, 51, 33, 
2014/10/20, 108, 52, 45, 
2014/10/21, 118, 44, 42, 
2014/10/22, 94, 16, 29, 
2014/10/23, 47, 10, 46, 
2014/10/24, 42, 31, 58, 
2014/10/25, 72, 23, 35, 
2014/10/26, 61, 32, 41, 
2014/10/27, 79, 34, 38, 
2014/10/28, 84, 47, 49, 
2014/10/29, 109, 56, 47, 
2014/10/30, 142, 73, 49, 
2014/10/31, 163, 88, 69, 
2014/11/1, 149, 79, 57, 
2014/11/2, 170, 62, 66, 
2014/11/3, 155, 54, 48, 
2014/11/4, 127, 32, 35, 
2014/11/5, 65, 17, 35, 
2014/11/6, 42, 23, 43, 
2014/11/7, 61, 32, 46, 
2014/11/8, 76, 35, 33, 
2014/11/9, 78, 38, 27, 
2014/11/10, 89, 16, 31, 
2014/11/11, 50, 13, 37, 
2014/11/12, 34, 20, 42, 
2014/11/13, 46, 20, 45, 
2014/11/14, 50, 51, 43, 
2014/11/15, 117, 25, 30, 
2014/11/16, 70, 13, 34, 
2014/11/17, 38, 18, 35, 
2014/11/18, 63, 17, 37, 
2014/11/19, 55, 40, 35, 
2014/11/20, 102, 55, 53, 
2014/11/21, 147, 57, 58, 
2014/11/22, 144, 66, 51, 
2014/11/23, 156, 65, 50, 
2014/11/24, 158, 64, 53, 
2014/11/25, 157, 76, 60, 
2014/11/26, 165, , 31, 
2014/12/3, 68, 31, 28, 
2014/12/4, 78, 23, 28, 
2014/12/5, 59, 30, 33, 
2014/12/6, 78, 29, 32, 
2014/12/7, 74, 20, 33, 
2014/12/8, 53, 34, 29, 
2014/12/9, 91, 17, 41, 
2014/12/10, 53, 41, 60, 
2014/12/11, 95, 54, 47, 
2014/12/12, 85, 59, 54, 
2014/12/13, 151, 61, 42, 
2014/12/14, 154, 60, 39, 
2014/12/15, 155, 58, 42, 
2014/12/16, 152, 30, 43, 
2014/12/17, 82, 49, 48, 
2014/12/18, 114, 52, 53, 
2014/12/19, 132, 66, 67, 
2014/12/20, 158, 52, 35, 
2014/12/21, 134, 40, 38, 
2014/12/22, 102, 42, 42, 
2014/12/23, 107, 48, 41, 
2014/12/24, 122, 42, 35, 
2014/12/25, 109, 46, 30, 
2014/12/26, 122, 18, 34, 
2014/12/27, 42, 30, 34, 
2014/12/28, 87, 40, 30, 
2014/12/29, 117, , , 
2020/4/1, , 21, 20, 
2020/3/3, , 24, 32, 
2020/3/28, , 66, 25, 
2020/1/1, , 113, 38, 
2019/10/1, , 33, 37, 
2019/12/28, , 53, 36, 
2019/8/14, , 8, 17, 
2019/9/4, , 22, 36, 
2019/6/5, , 19, 9, 
2019/6/13, , 13, 22, 
2019/6/29, , 25, 13, 
2019/1/1, , 70, 31, 
2019/3/20, , 24, 32, 
2018/12/5, , 61, 57, 
2018/7/13, , 24, , 
2018/9/12, , 47, 38, 
2018/5/11, , 30, 39, 
2018/1/5, , 54, 40, 
2018/3/1, , 55, 44, 
2018/3/10, , 13, 34, 
2017/8/3, , 37, 38, 
2017/8/25, , 28, 25, 
2017/2/13, , 52, 24, 
2017/3/6, , 27, 44, 
2017/3/12, , 16, , 
2016/8/26, , 25, 29, 
2016/9/9, , 55, , 
2016/5/14, , 26, 27, 
2016/5/15, , 15, 23, 
2016/5/16, , 15, 29, 
2016/5/17, , 45, 36, 
2016/5/22, , 12, 26, 
2016/3/10, , 33, 48, 
2016/3/24, , 38, 42, 
2015/11/5, , 51, 50, 
2016/1/1, , 61, 25, 
2016/1/2, , 40, 26, 
2015/9/19, , 32, 28, 
2015/1/1, , 55, 32, 
2015/1/15, , 60, , 
2015/1/21, , 38, 55, 
2015/3/25, , 32, 43, 
2014/10/6, , 40, 41, 
2014/12/2, , 30, 29, 
2019/6/4, , , 11, 
2018/2/27, , , 42, 
2018/2/28, , , 43, 
2018/3/9, , , 48, 
2016/8/24, , , 30, 
2016/8/25, , , 28, 
2015/11/4, , , 43, 
2015/3/24, , , 49, 
2014/11/27, , , 30, 
2014/11/28, , , 33, 
2014/11/29, , , 38, 
2014/11/30, , , 31, 
2014/12/1, , , 36, 
